CountryCode,question_label,target_group,education,answer,percentage
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public transport ,59
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"In the street, a square, park, car park or other public place",42
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,In a healthcare setting (hospital or other medical service),32
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public premises or buildings,40
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Other ,8
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Dont Know ,6
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,My home ,19
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Around my family ,37
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,School ,26
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Workplace ,31
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"A cafe, restaurant, pub, club",33
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public transport ,28
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"In the street, a square, park, car park or other public place",34
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,In a healthcare setting (hospital or other medical service),22
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public premises or buildings,24
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Other ,17
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Dont Know ,13
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,My home ,13
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Around my family ,26
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,School ,29
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Workplace ,20
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"A cafe, restaurant, pub, club",37
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public transport ,35
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"In the street, a square, park, car park or other public place",49
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,In a healthcare setting (hospital or other medical service),32
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public premises or buildings,32
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Other ,18
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Dont Know ,14
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,My home ,24
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Around my family ,61
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,School ,48
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Workplace ,20
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"A cafe, restaurant, pub, club",41
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public transport ,57
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"In the street, a square, park, car park or other public place",52
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,In a healthcare setting (hospital or other medical service),47
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public premises or buildings,40
