CountryCode,question_label,target_group,employment,answer,percentage
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Dont know,4
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Always,19
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Often,23
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Rarely,38
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Never,21
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Dont know,0
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Always,12
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Often,40
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Rarely,35
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Never,13
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Dont know,0
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Always,7
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Often,29
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Rarely,43
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Never,21
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Dont know,0
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Always,12
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Often,10
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Rarely,34
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Never,44
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Dont know,0
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Always,41
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Often,33
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Rarely,23
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Never,3
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Dont know,0
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Always,12
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Often,42
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Rarely,41
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Never,4
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Dont know,0
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Always,17
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Often,27
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Rarely,34
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Never,21
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,"In unpaid, voluntary work",Dont know,1
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Always,0
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Often,9
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Rarely,37
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Never,54
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Dont know,0
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Always,6
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Often,12
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Rarely,42
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Never,40
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Dont know,0
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Always,0
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Often,22
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Rarely,24
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Never,47
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Dont know,7
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Always,11
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Often,36
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Rarely,25
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Never,21
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Dont know,7
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Always,13
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Often,8
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Rarely,38
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Never,41
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,"In unpaid, voluntary work",Dont know,0
