CountryCode,question_label,target_group,subset,answer,percentage
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,0
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,46
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,23
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,15
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Never,16
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,0
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Never,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,NA
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,61
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,20
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,13
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Never,6
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,1
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,53
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,19
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,7
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Never,20
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,0
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,32
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,30
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,23
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Never,14
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,1
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,74
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,12
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,13
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Never,1
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,0
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Never,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,76
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,24
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,0
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Never,0
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,0
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Never,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,48
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,29
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,11
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Never,10
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,1
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,66
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,23
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,8
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Never,3
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,37
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,24
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,14
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Never,23
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Dont know,2
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Always,82
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Often,13
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Lower secondary or less,Rarely,3
